1726017783.2673488, start processing a new image.
1726017783.2686808, using left camera image.
1726017783.2699869," camera image not ready, skipping."
1726017783.7719588, start processing a new image.
1726017783.7733219, using left camera image.
1726017783.7746215," camera image not ready, skipping."
1726017784.276706, start processing a new image.
1726017784.2780704, using left camera image.
1726017784.2794135," camera image not ready, skipping."
1726017784.7810574, start processing a new image.
1726017784.7824497, using left camera image.
1726017784.7837877," camera image not ready, skipping."
1726017785.2857828, start processing a new image.
1726017785.2871552, using left camera image.
1726017785.2884908," camera image not ready, skipping."
1726017785.7904701, start processing a new image.
1726017785.791832, using left camera image.
1726017785.793178," camera image not ready, skipping."
1726017786.2950773, start processing a new image.
1726017786.2963939, using left camera image.
1726017786.2977245," camera image not ready, skipping."
1726017786.7997239, start processing a new image.
1726017786.8010924, using left camera image.
1726017786.802442," camera image not ready, skipping."
1726017787.3045113, start processing a new image.
1726017787.306012, using left camera image.
1726017787.307357," camera image not ready, skipping."
1726017787.8093948, start processing a new image.
1726017787.8107305, using left camera image.
1726017787.8120532," camera image not ready, skipping."
1726017788.313985, start processing a new image.
1726017788.3153322, using left camera image.
1726017788.3166885," camera image not ready, skipping."
1726017788.8186483, start processing a new image.
1726017788.8201556, using left camera image.
1726017788.821594," camera image not ready, skipping."
1726017789.3236532, start processing a new image.
1726017789.3250287, using left camera image.
1726017789.3263862," camera image not ready, skipping."
1726017789.8283021, start processing a new image.
1726017789.8294625, using left camera image.
1726017789.8305693," camera image not ready, skipping."
1726017790.332325, start processing a new image.
1726017790.3336947, using left camera image.
1726017790.3350158," camera image not ready, skipping."
1726017790.8367603, start processing a new image.
1726017790.8381655, using left camera image.
1726017790.8395238," camera image not ready, skipping."
1726017791.341666, start processing a new image.
1726017791.3430367, using left camera image.
1726017791.344377," camera image not ready, skipping."
1726017791.8463614, start processing a new image.
1726017791.8475783, using left camera image.
1726017791.8488195," camera image not ready, skipping."
1726017792.3505638, start processing a new image.
1726017792.3519042, using left camera image.
1726017792.3532383," camera image not ready, skipping."
1726017792.8551788, start processing a new image.
1726017792.8565474, using left camera image.
1726017792.8578787," camera image not ready, skipping."
1726017793.3598597, start processing a new image.
1726017793.3612194, using left camera image.
1726017793.3625152," camera image not ready, skipping."
1726017793.86467, start processing a new image.
1726017793.8660405, using left camera image.
1726017793.8673236," camera image not ready, skipping."
1726017794.3691351, start processing a new image.
1726017794.3703077, using left camera image.
1726017794.371455," camera image not ready, skipping."
1726017794.873262, start processing a new image.
1726017794.874587, using left camera image.
1726017794.8759072," camera image not ready, skipping."
1726017795.3780515, start processing a new image.
1726017795.3793762, using left camera image.
1726017795.380713," camera image not ready, skipping."
1726017795.8826542, start processing a new image.
1726017795.8840191, using left camera image.
1726017795.8853242," camera image not ready, skipping."
1726017796.3872259, start processing a new image.
1726017796.3884568, using left camera image.
1726017796.3896563," camera image not ready, skipping."
1726017796.8912923, start processing a new image.
1726017796.8926706, using left camera image.
1726017796.894018," camera image not ready, skipping."
1726017797.3961346, start processing a new image.
1726017797.3974996, using left camera image.
1726017797.3988442," camera image not ready, skipping."
1726017797.9009519, start processing a new image.
1726017797.9023416, using left camera image.
1726017797.9036825," camera image not ready, skipping."
1726017798.405939, start processing a new image.
1726017798.4073267, using left camera image.
1726017798.4086618," camera image not ready, skipping."
1726017798.910446, start processing a new image.
1726017798.911766, using left camera image.
1726017798.9130774," camera image not ready, skipping."
1726017799.4151251, start processing a new image.
1726017799.416478, using left camera image.
1726017799.4177837," camera image not ready, skipping."
1726017799.9198043, start processing a new image.
1726017799.921184, using left camera image.
1726017799.922491," camera image not ready, skipping."
1726017800.4246228, start processing a new image.
1726017800.4260082, using left camera image.
1726017800.4273078," camera image not ready, skipping."
1726017800.9293473, start processing a new image.
1726017800.9307065, using left camera image.
1726017800.9320529," camera image not ready, skipping."
1726017801.4340806, start processing a new image.
1726017801.4354773, using left camera image.
1726017801.4368398," camera image not ready, skipping."
1726017801.938476, start processing a new image.
1726017801.939862, using left camera image.
1726017801.9412224," camera image not ready, skipping."
1726017802.44323, start processing a new image.
1726017802.4446118, using left camera image.
1726017802.4459586," camera image not ready, skipping."
1726017802.9479225, start processing a new image.
1726017802.9493136, using left camera image.
1726017802.9506342," camera image not ready, skipping."
1726017803.4526143, start processing a new image.
1726017803.453995, using left camera image.
1726017803.4553144," camera image not ready, skipping."
1726017803.9572842, start processing a new image.
1726017803.9586608, using left camera image.
1726017803.9600399," camera image not ready, skipping."
1726017804.4620764, start processing a new image.
1726017804.4634237, using left camera image.
1726017804.4647152," camera image not ready, skipping."
1726017804.9667192, start processing a new image.
1726017804.9681184, using left camera image.
1726017804.9694507," camera image not ready, skipping."
1726017805.4714556, start processing a new image.
1726017805.4728355, using left camera image.
1726017805.4741461," camera image not ready, skipping."
1726017805.9761205, start processing a new image.
1726017805.977501, using left camera image.
1726017805.9788554," camera image not ready, skipping."
1726017806.480939, start processing a new image.
1726017806.4823596, using left camera image.
1726017806.4837222," camera image not ready, skipping."
1726017806.9855509, start processing a new image.
1726017806.9869056, using left camera image.
1726017806.9882286," camera image not ready, skipping."
1726017807.4903748, start processing a new image.
1726017807.491772, using left camera image.
1726017807.493124," camera image not ready, skipping."
1726017807.9951088, start processing a new image.
1726017807.9965243, using left camera image.
1726017807.9978726," camera image not ready, skipping."
1726017808.499886, start processing a new image.
1726017808.5012612, using left camera image.
1726017808.5026546," camera image not ready, skipping."
1726017809.004709, start processing a new image.
1726017809.0060687, using left camera image.
1726017809.0074005," camera image not ready, skipping."
1726017809.5093238, start processing a new image.
1726017809.5106506, using left camera image.
1726017809.5119746," camera image not ready, skipping."
1726017810.0139527, start processing a new image.
1726017810.015309, using left camera image.
1726017810.0166845," camera image not ready, skipping."
1726017810.5185382, start processing a new image.
1726017810.519914, using left camera image.
1726017810.521255," camera image not ready, skipping."
1726017811.0231092, start processing a new image.
1726017811.0242684, using left camera image.
1726017811.0254064," camera image not ready, skipping."
1726017811.5270836, start processing a new image.
1726017811.5282433, using left camera image.
1726017811.529381," camera image not ready, skipping."
1726017812.0311658, start processing a new image.
1726017812.032543, using left camera image.
1726017812.0338752," camera image not ready, skipping."
1726017812.5358865, start processing a new image.
1726017812.5372555, using left camera image.
1726017812.5385349," camera image not ready, skipping."
1726017813.0405416, start processing a new image.
1726017813.041903, using left camera image.
1726017813.043224," camera image not ready, skipping."
1726017813.5453663, start processing a new image.
1726017813.5466924, using left camera image.
1726017813.5480216," camera image not ready, skipping."
1726017814.0500247, start processing a new image.
1726017814.0514076, using left camera image.
1726017814.052752," camera image not ready, skipping."
1726017814.5545049, start processing a new image.
1726017814.55586, using left camera image.
1726017814.5571816," camera image not ready, skipping."
1726017815.0586703, start processing a new image.
1726017815.0600338, using left camera image.
1726017815.0613394," camera image not ready, skipping."
1726017815.5633662, start processing a new image.
1726017815.5646846, using left camera image.
1726017815.5660164," camera image not ready, skipping."
1726017816.0680308, start processing a new image.
1726017816.069401, using left camera image.
1726017816.070716," camera image not ready, skipping."
1726017816.5727198, start processing a new image.
1726017816.5740833, using left camera image.
1726017816.575415," camera image not ready, skipping."
1726017817.0773277, start processing a new image.
1726017817.0786395, using left camera image.
1726017817.0799444," camera image not ready, skipping."
1726017817.5820687, start processing a new image.
1726017817.5834656, using left camera image.
1726017817.5847855," camera image not ready, skipping."
1726017818.0865495, start processing a new image.
1726017818.0879464, using left camera image.
1726017818.0892892," camera image not ready, skipping."
1726017818.5907855, start processing a new image.
1726017818.5921874, using left camera image.
1726017818.5935163," camera image not ready, skipping."
1726017819.0949833, start processing a new image.
1726017819.096371, using left camera image.
1726017819.097744," camera image not ready, skipping."
1726017819.5997338, start processing a new image.
1726017819.6011064, using left camera image.
