1726021585.0929072, start processing a new image.
1726021585.0940664, using left camera image.
1726021585.0951786," camera image not ready, skipping."
1726021585.596844, start processing a new image.
1726021585.598001, using left camera image.
1726021585.599139," camera image not ready, skipping."
1726021586.1008353, start processing a new image.
1726021586.101997, using left camera image.
1726021586.1031408," camera image not ready, skipping."
1726021586.6048203, start processing a new image.
1726021586.60598, using left camera image.
1726021586.6071188," camera image not ready, skipping."
1726021587.1088188, start processing a new image.
1726021587.1099877, using left camera image.
1726021587.111128," camera image not ready, skipping."
1726021587.6128263, start processing a new image.
1726021587.6139827, using left camera image.
1726021587.6151218," camera image not ready, skipping."
1726021588.1168265, start processing a new image.
1726021588.117987, using left camera image.
1726021588.1191282," camera image not ready, skipping."
1726021588.6208315, start processing a new image.
1726021588.6219897, using left camera image.
1726021588.62313," camera image not ready, skipping."
1726021589.1248345, start processing a new image.
1726021589.1259923, using left camera image.
1726021589.1271322," camera image not ready, skipping."
1726021589.6288433, start processing a new image.
1726021589.6299813, using left camera image.
1726021589.6311007," camera image not ready, skipping."
1726021590.1325953, start processing a new image.
1726021590.1337292, using left camera image.
1726021590.1348681," camera image not ready, skipping."
1726021590.6365426, start processing a new image.
1726021590.6377518, using left camera image.
1726021590.6389358," camera image not ready, skipping."
1726021591.140658, start processing a new image.
1726021591.141813, using left camera image.
1726021591.1429372," camera image not ready, skipping."
1726021591.6445887, start processing a new image.
1726021591.6457434, using left camera image.
1726021591.6468785," camera image not ready, skipping."
1726021592.1485898, start processing a new image.
1726021592.14976, using left camera image.
1726021592.1508982," camera image not ready, skipping."
1726021592.6525974, start processing a new image.
1726021592.6537578, using left camera image.
1726021592.6548889," camera image not ready, skipping."
1726021593.156602, start processing a new image.
1726021593.1577492, using left camera image.
1726021593.1588836," camera image not ready, skipping."
1726021593.660559, start processing a new image.
1726021593.6617055, using left camera image.
1726021593.6628265," camera image not ready, skipping."
1726021594.1644757, start processing a new image.
1726021594.1656158, using left camera image.
1726021594.166733," camera image not ready, skipping."
1726021594.6683805, start processing a new image.
1726021594.669519, using left camera image.
1726021594.6706367," camera image not ready, skipping."
1726021595.1723022, start processing a new image.
1726021595.1734524, using left camera image.
1726021595.1745563," camera image not ready, skipping."
1726021595.6762211, start processing a new image.
1726021595.6773763, using left camera image.
1726021595.6784854," camera image not ready, skipping."
1726021596.1801827, start processing a new image.
1726021596.1813586, using left camera image.
1726021596.1824677," camera image not ready, skipping."
1726021596.6841664, start processing a new image.
1726021596.685319, using left camera image.
1726021596.686411," camera image not ready, skipping."
1726021597.1881058, start processing a new image.
1726021597.18926, using left camera image.
1726021597.1904051," camera image not ready, skipping."
1726021597.6920416, start processing a new image.
1726021597.6931686, using left camera image.
1726021597.6942751," camera image not ready, skipping."
1726021598.1959736, start processing a new image.
1726021598.1971276, using left camera image.
1726021598.1982696," camera image not ready, skipping."
1726021598.7000072, start processing a new image.
1726021598.7011595, using left camera image.
1726021598.7022986," camera image not ready, skipping."
1726021599.2040048, start processing a new image.
1726021599.2051575, using left camera image.
1726021599.206293," camera image not ready, skipping."
1726021599.7079682, start processing a new image.
1726021599.7091212, using left camera image.
1726021599.7102683," camera image not ready, skipping."
1726021600.2119403, start processing a new image.
1726021600.2130954, using left camera image.
1726021600.2142353," camera image not ready, skipping."
1726021600.715961, start processing a new image.
1726021600.7170844, using left camera image.
1726021600.7181923," camera image not ready, skipping."
1726021601.219894, start processing a new image.
1726021601.2210567, using left camera image.
1726021601.2221932," camera image not ready, skipping."
1726021601.7238941, start processing a new image.
1726021601.7250476, using left camera image.
1726021601.7261834," camera image not ready, skipping."
1726021602.227885, start processing a new image.
1726021602.2290401, using left camera image.
1726021602.230181," camera image not ready, skipping."
1726021602.731902, start processing a new image.
1726021602.733056, using left camera image.
1726021602.734193," camera image not ready, skipping."
1726021603.2358897, start processing a new image.
1726021603.2370446, using left camera image.
1726021603.2381802," camera image not ready, skipping."
1726021603.7398827, start processing a new image.
1726021603.7410374, using left camera image.
1726021603.7421725," camera image not ready, skipping."
1726021604.2438395, start processing a new image.
1726021604.2449913, using left camera image.
1726021604.246097," camera image not ready, skipping."
1726021604.747545, start processing a new image.
1726021604.7487056, using left camera image.
1726021604.749841," camera image not ready, skipping."
1726021605.2515543, start processing a new image.
1726021605.252713, using left camera image.
1726021605.2538252," camera image not ready, skipping."
1726021605.755524, start processing a new image.
1726021605.7566488, using left camera image.
1726021605.7577837," camera image not ready, skipping."
1726021606.2594728, start processing a new image.
1726021606.2606251, using left camera image.
1726021606.26173," camera image not ready, skipping."
1726021606.7632873, start processing a new image.
1726021606.7644448, using left camera image.
1726021606.7655816," camera image not ready, skipping."
1726021607.2673218, start processing a new image.
1726021607.2684731, using left camera image.
1726021607.2696085," camera image not ready, skipping."
1726021607.7713096, start processing a new image.
1726021607.7724614, using left camera image.
1726021607.7735965," camera image not ready, skipping."
1726021608.275297, start processing a new image.
1726021608.2764566, using left camera image.
1726021608.2775676," camera image not ready, skipping."
1726021608.7792363, start processing a new image.
1726021608.780386, using left camera image.
1726021608.7815213," camera image not ready, skipping."
1726021609.283024, start processing a new image.
1726021609.2841747, using left camera image.
1726021609.2853117," camera image not ready, skipping."
1726021609.786959, start processing a new image.
1726021609.7881107, using left camera image.
1726021609.7892478," camera image not ready, skipping."
1726021610.2909453, start processing a new image.
1726021610.2920659, using left camera image.
1726021610.2932017," camera image not ready, skipping."
