1725952229.1371398, start processing a new image.
1725952229.1384249, using left camera image.
1725952229.1397674," camera image not ready, skipping."
1725952229.641749, start processing a new image.
1725952229.6431255, using left camera image.
1725952229.6444318," camera image not ready, skipping."
1725952230.1464705, start processing a new image.
1725952230.1478472, using left camera image.
1725952230.1492836," camera image not ready, skipping."
1725952230.6512504, start processing a new image.
1725952230.6526709, using left camera image.
1725952230.6540122," camera image not ready, skipping."
1725952231.156031, start processing a new image.
1725952231.1574082, using left camera image.
1725952231.158736," camera image not ready, skipping."
1725952231.6606395, start processing a new image.
1725952231.6618443, using left camera image.
1725952231.6630254," camera image not ready, skipping."
1725952232.1650245, start processing a new image.
1725952232.1665893, using left camera image.
1725952232.1679797," camera image not ready, skipping."
1725952232.6700478, start processing a new image.
1725952232.6714163, using left camera image.
1725952232.6727483," camera image not ready, skipping."
1725952233.1744597, start processing a new image.
1725952233.1758204, using left camera image.
1725952233.1771455," camera image not ready, skipping."
1725952233.679096, start processing a new image.
1725952233.6804597, using left camera image.
1725952233.6819005," camera image not ready, skipping."
1725952234.1839037, start processing a new image.
1725952234.1852787, using left camera image.
1725952234.18656," camera image not ready, skipping."
1725952234.688578, start processing a new image.
1725952234.6899548, using left camera image.
1725952234.6912892," camera image not ready, skipping."
1725952235.1932778, start processing a new image.
1725952235.1945949, using left camera image.
1725952235.1959152," camera image not ready, skipping."
1725952235.6980636, start processing a new image.
1725952235.6994648, using left camera image.
1725952235.7007992," camera image not ready, skipping."
1725952236.2024648, start processing a new image.
1725952236.2039068, using left camera image.
1725952236.2052393," camera image not ready, skipping."
1725952236.7072763, start processing a new image.
1725952236.708652, using left camera image.
1725952236.7100513," camera image not ready, skipping."
1725952237.2120554, start processing a new image.
1725952237.213426, using left camera image.
1725952237.2147577," camera image not ready, skipping."
1725952237.7167816, start processing a new image.
1725952237.7181559, using left camera image.
1725952237.719538," camera image not ready, skipping."
1725952238.2216263, start processing a new image.
1725952238.2229955, using left camera image.
1725952238.224322," camera image not ready, skipping."
1725952238.7263684, start processing a new image.
1725952238.727686, using left camera image.
1725952238.7289653," camera image not ready, skipping."
1725952239.2309754, start processing a new image.
1725952239.2322748, using left camera image.
1725952239.2335973," camera image not ready, skipping."
1725952239.7355938, start processing a new image.
1725952239.736921, using left camera image.
1725952239.7382755," camera image not ready, skipping."
1725952240.240223, start processing a new image.
1725952240.2415657, using left camera image.
1725952240.242889," camera image not ready, skipping."
1725952240.744867, start processing a new image.
1725952240.7463331, using left camera image.
1725952240.7476594," camera image not ready, skipping."
1725952241.2496223, start processing a new image.
1725952241.2509959, using left camera image.
1725952241.2523432," camera image not ready, skipping."
1725952241.7543693, start processing a new image.
1725952241.7557387, using left camera image.
1725952241.757061," camera image not ready, skipping."
1725952242.25906, start processing a new image.
1725952242.2604244, using left camera image.
1725952242.2617457," camera image not ready, skipping."
1725952242.7637784, start processing a new image.
1725952242.7651422, using left camera image.
1725952242.7664235," camera image not ready, skipping."
1725952243.2683, start processing a new image.
1725952243.269694, using left camera image.
1725952243.2711363," camera image not ready, skipping."
1725952243.77313, start processing a new image.
1725952243.7744255, using left camera image.
1725952243.7757523," camera image not ready, skipping."
1725952244.2778783, start processing a new image.
1725952244.2792494, using left camera image.
1725952244.2805402," camera image not ready, skipping."
1725952244.7823887, start processing a new image.
1725952244.7837732, using left camera image.
1725952244.7851307," camera image not ready, skipping."
1725952245.2869284, start processing a new image.
1725952245.2882419, using left camera image.
1725952245.2913935, finished preparing image.
1725952245.2925043, time consumption until now = 0.0026671886444091797
1725952245.5418153, finished yolo5 based image det and seg.
1725952245.5431798, time consumption until now = 0.25312280654907227
1725952245.5993676, finished line det.
1725952245.600467, time consumption until now = 0.3111851215362549
1725952245.601711, current weeder_pos = -0.003000000026077032
1725952245.6032221, current weeder_speed = 0.0
1725952245.6116312, finished sending weeder ctl.
1725952245.6127799, time consumption until now = 0.31835460662841797
1725952245.6139534, ++++++++++++
1725952245.6153944, start processing a new image.
