1726021415.3584538, start processing a new image.
1726021415.3598661, using left camera image.
1726021415.361224," camera image not ready, skipping."
1726021415.8632464, start processing a new image.
1726021415.864595, using left camera image.
1726021415.8659134," camera image not ready, skipping."
1726021416.3680263, start processing a new image.
1726021416.3694139, using left camera image.
1726021416.3707325," camera image not ready, skipping."
1726021416.8727324, start processing a new image.
1726021416.8740919, using left camera image.
1726021416.8754158," camera image not ready, skipping."
1726021417.377429, start processing a new image.
1726021417.3787906, using left camera image.
1726021417.3801024," camera image not ready, skipping."
1726021417.882174, start processing a new image.
1726021417.8837152, using left camera image.
1726021417.885103," camera image not ready, skipping."
1726021418.3868237, start processing a new image.
1726021418.38815, using left camera image.
1726021418.389444," camera image not ready, skipping."
1726021418.8914506, start processing a new image.
1726021418.89285, using left camera image.
1726021418.8942," camera image not ready, skipping."
1726021419.3962183, start processing a new image.
1726021419.3975818, using left camera image.
1726021419.3989117," camera image not ready, skipping."
1726021419.9008996, start processing a new image.
1726021419.902241, using left camera image.
1726021419.903584," camera image not ready, skipping."
1726021420.405694, start processing a new image.
1726021420.4070785, using left camera image.
1726021420.408417," camera image not ready, skipping."
1726021420.91045, start processing a new image.
1726021420.9118214, using left camera image.
1726021420.913149," camera image not ready, skipping."
1726021421.4151678, start processing a new image.
1726021421.4164886, using left camera image.
1726021421.4178386," camera image not ready, skipping."
1726021421.9197128, start processing a new image.
1726021421.920868, using left camera image.
1726021421.9219904," camera image not ready, skipping."
1726021422.423897, start processing a new image.
1726021422.4252756, using left camera image.
1726021422.4265656," camera image not ready, skipping."
1726021422.9287179, start processing a new image.
1726021422.9300976, using left camera image.
1726021422.9314337," camera image not ready, skipping."
1726021423.4336047, start processing a new image.
1726021423.4349875, using left camera image.
1726021423.4363394," camera image not ready, skipping."
1726021423.938388, start processing a new image.
1726021423.939798, using left camera image.
1726021423.9411566," camera image not ready, skipping."
1726021424.443088, start processing a new image.
1726021424.444469, using left camera image.
1726021424.4458084," camera image not ready, skipping."
1726021424.9478495, start processing a new image.
1726021424.9492412, using left camera image.
1726021424.9505446," camera image not ready, skipping."
1726021425.4525764, start processing a new image.
1726021425.4539645, using left camera image.
1726021425.455302," camera image not ready, skipping."
1726021425.9572594, start processing a new image.
1726021425.9585986, using left camera image.
1726021425.9599352," camera image not ready, skipping."
1726021426.4621232, start processing a new image.
1726021426.4634788, using left camera image.
1726021426.4648116," camera image not ready, skipping."
1726021426.9667606, start processing a new image.
1726021426.968149, using left camera image.
1726021426.9694924," camera image not ready, skipping."
1726021427.4714606, start processing a new image.
1726021427.4728334, using left camera image.
1726021427.474186," camera image not ready, skipping."
1726021427.9761431, start processing a new image.
1726021427.9775436, using left camera image.
1726021427.9788547," camera image not ready, skipping."
1726021428.4808402, start processing a new image.
1726021428.4821599, using left camera image.
1726021428.4835098," camera image not ready, skipping."
1726021428.9856627, start processing a new image.
1726021428.987036, using left camera image.
1726021428.9883738," camera image not ready, skipping."
1726021429.4904366, start processing a new image.
1726021429.4918373, using left camera image.
1726021429.4931653," camera image not ready, skipping."
1726021429.9951494, start processing a new image.
1726021429.996531, using left camera image.
1726021429.997868," camera image not ready, skipping."
1726021430.499906, start processing a new image.
1726021430.5012715, using left camera image.
1726021430.5025694," camera image not ready, skipping."
1726021431.0045998, start processing a new image.
1726021431.0059986, using left camera image.
1726021431.0073457," camera image not ready, skipping."
1726021431.5093005, start processing a new image.
1726021431.5106223, using left camera image.
1726021431.511945," camera image not ready, skipping."
1726021432.0141063, start processing a new image.
1726021432.0154889, using left camera image.
1726021432.0168204," camera image not ready, skipping."
1726021432.518485, start processing a new image.
1726021432.5198393, using left camera image.
1726021432.5211358," camera image not ready, skipping."
1726021433.0227141, start processing a new image.
1726021433.0240848, using left camera image.
1726021433.0254323," camera image not ready, skipping."
1726021433.527425, start processing a new image.
1726021433.5287888, using left camera image.
1726021433.5301087," camera image not ready, skipping."
1726021434.0320792, start processing a new image.
1726021434.0334616, using left camera image.
1726021434.034743," camera image not ready, skipping."
1726021434.5368838, start processing a new image.
1726021434.5382555, using left camera image.
1726021434.5396461," camera image not ready, skipping."
1726021435.0415683, start processing a new image.
1726021435.0430057, using left camera image.
1726021435.044374," camera image not ready, skipping."
1726021435.5464065, start processing a new image.
1726021435.5477931, using left camera image.
1726021435.5492678," camera image not ready, skipping."
1726021436.0512342, start processing a new image.
1726021436.0526245, using left camera image.
